#format: frame checksums
#version: 2
#hash: MD5
#software: Lavf58.45.100
#tb 0: 1/24
#media_type 0: video
#codec_id 0: rawvideo
#dimensions 0: 1080x1920
#sar 0: 0/1
#stream#, dts,        pts, duration,     size, hash
0,        189,        189,        1,  3110400, 98dc7419ab8fab41b42390b7418a3082
0,        190,        190,        1,  3110400, 221f89d0f5e5816fa341799866c28e5c
0,        191,        191,        1,  3110400, 6e4aa22cee27ac82a705b710534580c9
0,        192,        192,        1,  3110400, 12d3a4772cac231b602d06b615aaf3c3
0,        193,        193,        1,  3110400, 85f29f76086e12721768087f271fc1a6
0,        194,        194,        1,  3110400, bbdf84f476cd38bbece836d9b8b3eca2
0,        195,        195,        1,  3110400, 872297ee9cddef35f3841ff3321c0353
0,        196,        196,        1,  3110400, fde24a4432f9a9d10f7699b80267643a
0,        197,        197,        1,  3110400, d9c7f44cdcbea878f3143933696978a1
0,        198,        198,        1,  3110400, 899d03dd3aeb0f8a195f24880f63e213
0,        199,        199,        1,  3110400, 11c44bb246e2bf41e968318571a487ef
0,        200,        200,        1,  3110400, 126de59c0e7ba774a22939fbc56e4070
0,        201,        201,        1,  3110400, 62dac33786493ddb032c904fa97893ac
0,        202,        202,        1,  3110400, ddcc29ba958b038c1e5d7d142224427f
0,        203,        203,        1,  3110400, 5c38338efa26bd66d5bc33f95979e1c3
0,        204,        204,        1,  3110400, fe33f6f0aa19904918b1e03e069561fd
0,        205,        205,        1,  3110400, 9ea1e1671b7b293e3a114650bdb2b675
0,        206,        206,        1,  3110400, 580ad10199d53c694fe3d872a6099a7e
0,        207,        207,        1,  3110400, 85d0c341d70c307f378fb458e644763b
0,        208,        208,        1,  3110400, 9333c6f3e716d7387b6f759c20a4188b
0,        209,        209,        1,  3110400, 85d0c341d70c307f378fb458e644763b
0,        210,        210,        1,  3110400, 780918cd7f0b39ee14f8cca0f05b8c0e
0,        211,        211,        1,  3110400, c64892a987cf4037ff0d4b784a9d26bc
0,        212,        212,        1,  3110400, cfa0bba45f249de84663a9c58128c3e9
0,        213,        213,        1,  3110400, c64892a987cf4037ff0d4b784a9d26bc
0,        214,        214,        1,  3110400, 7eddb7572e5a2227a27545228860bc94
0,        215,        215,        1,  3110400, 9ef05b5b775eb8c35e3d94508af10c74
0,        216,        216,        1,  3110400, 7a541544d57e9698642119804de6192f
0,        217,        217,        1,  3110400, 1f6deffd5e80db68db1ebc639986d307
0,        218,        218,        1,  3110400, d18c87bc83bb22815578fd4dd28d837b
0,        219,        219,        1,  3110400, 838811d5711a3e9ac703ef42125413ab
0,        220,        220,        1,  3110400, be1092f53d97e1d7fb9b8dc5841d2359
0,        221,        221,        1,  3110400, 78ed613122cd20e5c1f66a328870b67f
0,        222,        222,        1,  3110400, 139c038621b63962e067e490eaee12bf
0,        223,        223,        1,  3110400, 3f0b22607f72a8aacf62ed26477e94d9
0,        224,        224,        1,  3110400, 7bbec4eaf707b2ac63cb855433dc5f94
0,        225,        225,        1,  3110400, 158550f234dcd7cdf20e1358078e7c4f
0,        226,        226,        1,  3110400, e1545f137b5979e250f6809afc0407f8
0,        227,        227,        1,  3110400, 542f23bd76f5c14a65782e290549bc58
0,        228,        228,        1,  3110400, 5deb5d1b0a926ce68de3c42aaa6a0740
0,        229,        229,        1,  3110400, 08f5f923879a9e9b48490835c8d44fe5
0,        230,        230,        1,  3110400, aebcad2ab98d643d9dcf407c0a47e66f
0,        231,        231,        1,  3110400, 1e05ab30b890c5bb636cb9740eb392eb
0,        232,        232,        1,  3110400, b44b502cecbc6b33a22dc9dc170d63c3
0,        233,        233,        1,  3110400, b725f632b231c938919bbcab728e7ad0
0,        234,        234,        1,  3110400, 4f1d80e4f392d2129286fae2db4760a1
0,        235,        235,        1,  3110400, b6a4040aa51eff2ba0eab3e9f3f7619c
0,        236,        236,        1,  3110400, a447709713121f549b66a7ac6e4cca8b
0,        237,        237,        1,  3110400, a80c1697562dc23a69c5d33db7de448a
0,        238,        238,        1,  3110400, bb8ed1aaeeedb7ae0cc492baf5f06458
0,        239,        239,        1,  3110400, e459650ddc0d3eca7f91212143adcce7
0,        240,        240,        1,  3110400, dcf30e8661892e1395356de8b08a3ae2
0,        241,        241,        1,  3110400, 12a39c66ddc6f3a45e2b1c408b8ae92b
0,        242,        242,        1,  3110400, df39bf7965ff116405a288db4e981afc
0,        243,        243,        1,  3110400, 9cc04fc677de3bbb79afb775da85649a
0,        244,        244,        1,  3110400, 81e48235b8349519b7ebf0a6ef993840
0,        245,        245,        1,  3110400, 13d702452efbc6d8a8b455d22b165f43
0,        246,        246,        1,  3110400, 5e47e2e9d06cba563052b42584d08dd5
0,        247,        247,        1,  3110400, c94e125435a6bd6a17f67c5a462b16f4
0,        248,        248,        1,  3110400, 1ace97c066fff41f956188e38c665678
0,        249,        249,        1,  3110400, e64dc7f2de5469acc51d99b4aac73b18
0,        250,        250,        1,  3110400, 247251d57582e8d8d14d86cca8569e54
0,        251,        251,        1,  3110400, ac1f40c0313f68cd5040d0a3230a2389
0,        252,        252,        1,  3110400, fa387da01cbf648a2bda3855e451d641
0,        253,        253,        1,  3110400, 69050c9ad78077fee3b688d816b9eff8
0,        254,        254,        1,  3110400, e9e3e2dbae1a55be0ef6f2773bc22fad
0,        255,        255,        1,  3110400, c10d797829513561df4b459611b7ba11
0,        256,        256,        1,  3110400, 93caea45dcf034a0d9ddc2cb3dd62a81
0,        257,        257,        1,  3110400, 3d2d77766de57a854f33e3a183a22d75
0,        258,        258,        1,  3110400, 3ed59264a86faeb961e1521b70fc5db4
0,        259,        259,        1,  3110400, 430966c7896d4beae7b80ac9f410204a
0,        260,        260,        1,  3110400, 4fe5d071161769d6f2d2ce7395412fa4
0,        261,        261,        1,  3110400, e5873b15185a8717c8d155bb51097ac5
0,        262,        262,        1,  3110400, bf1f2115107a3eee24b35e2b8f2aaff4
0,        263,        263,        1,  3110400, 4d68a7546d514791b1592d0d99c55496
0,        264,        264,        1,  3110400, a09da926db9845dbcdbbb5143c73f9d6
0,        265,        265,        1,  3110400, dfbf1c64bc1211894d6376d15f6e86f5
0,        266,        266,        1,  3110400, fcb9690d9b97f2b6f3faa88c12cce479
0,        267,        267,        1,  3110400, 0ebfce5f889980a9957bb62e5ab7d363
0,        268,        268,        1,  3110400, ba5a0e1cda4bdc7c5ec33b248dc3d9f2
0,        269,        269,        1,  3110400, afb7bda84384df6d6962f92a098216b5
0,        270,        270,        1,  3110400, b3aa808f491266902532a5f451b753b1
0,        271,        271,        1,  3110400, 16b7ff59333807321b528c1aa3fa3a94
0,        272,        272,        1,  3110400, eca3c51de4c6578ed061a663f6489dec
0,        273,        273,        1,  3110400, bee86016aeba1fba78e8ad14642bef43
0,        274,        274,        1,  3110400, b2d9539a400bf015fd6b8ba160ce41a4
0,        275,        275,        1,  3110400, 4554099f48c18c410f9a995f72c66c86
0,        276,        276,        1,  3110400, ba81840a35716c6fe22e37de921e0e69
0,        277,        277,        1,  3110400, 37461b812a79715c90a4e06beb65132e
0,        278,        278,        1,  3110400, ce42ff2a8765c2a4479a5d4df16633a3
0,        279,        279,        1,  3110400, 977b9e50ec230d462de77b8b7c5f33d8
0,        280,        280,        1,  3110400, a597f8657bc768ebb65720852f5f496a
0,        281,        281,        1,  3110400, c532fdadd389a0f62251af800ead3eb5
0,        282,        282,        1,  3110400, 3ecbb5f441517bb33a40a7d8b4b5ea40
0,        283,        283,        1,  3110400, fbfeb3535ba479e462b28ac1580142ee
0,        284,        284,        1,  3110400, fe781c54dd0858ffcb4e4a6f73f2b946
0,        285,        285,        1,  3110400, a2cc9d3550750f5bece72fa7d1c6ca34
0,        286,        286,        1,  3110400, b0b04abbc12e6182da98e7a285f2ae59
0,        287,        287,        1,  3110400, cfc55355aeadbcadc803b73fd9b6e4af
0,        288,        288,        1,  3110400, 256a0e42af400e57384dbcd7127f83dd
0,        289,        289,        1,  3110400, 452516b2297c4082bda807d7fba3b602
0,        290,        290,        1,  3110400, b4dc401ffc0adb229fbb195176a0d6cd
0,        291,        291,        1,  3110400, c2ad6abbbd9e5a6386f15d785280659e
0,        292,        292,        1,  3110400, 67560bc98d6c63b02cf3cb49d5d0a0ee
0,        293,        293,        1,  3110400, 6b6e4342c5f6c011cf1563023284da96
0,        294,        294,        1,  3110400, c79c52cac3ed626187b5d82535c187cd
0,        295,        295,        1,  3110400, 2eba146721f705ac5e9e4c8c59b8fc76
0,        296,        296,        1,  3110400, a5a3b3974cdfe40e28dff4a07b97c839
0,        297,        297,        1,  3110400, 83e66ddd035c9fccf40340411121d8d8
0,        298,        298,        1,  3110400, 6445a49a7dbc867a06d83438455f2695
0,        299,        299,        1,  3110400, 0052336901dda377e09758883ba98997
0,        300,        300,        1,  3110400, 27bbd156f3c8f59d2e5ecc4926c2f98b
0,        301,        301,        1,  3110400, 2dd8ea2abd35ad2f2f5f4a102bd6f660
0,        302,        302,        1,  3110400, ad4e1d000e87fa5aa7802cd2a7bb10e4
0,        303,        303,        1,  3110400, f763183ac1121b6220bf386dc7ffd0af
0,        304,        304,        1,  3110400, ae70f30515de60952bdc5c20accd4a03
0,        305,        305,        1,  3110400, 73aa3986eb8f304cc9758ef461c64e84
0,        306,        306,        1,  3110400, 740151758cfe3857bd0edb2603fa902e
0,        307,        307,        1,  3110400, 09b0ad42d50fc4b64e6d6005a4142ccf
0,        308,        308,        1,  3110400, baadfd48bc82654da0359af0f49213f7
0,        309,        309,        1,  3110400, 8aa4d302d22091069ff437c4852d1140
0,        310,        310,        1,  3110400, b0297ff8b6946ba89cb8a68153707d94
0,        311,        311,        1,  3110400, 4d141425481d4b6030793b9f02f0588f
0,        312,        312,        1,  3110400, 851c00f02199532cc8dacbaed2c1e2d7
0,        313,        313,        1,  3110400, d500ee5cb562a8045f38a4e0ec56df5c
0,        314,        314,        1,  3110400, d7c20ba21be7a6c55c7a313ea8104a9c
0,        315,        315,        1,  3110400, d7bfff340d1a7ad9ece996efd16e206c
0,        316,        316,        1,  3110400, c2537caf048b64ed40eb1379694429d0
0,        317,        317,        1,  3110400, 04fd73468ced2b2ebd529b46aa8528a5
0,        318,        318,        1,  3110400, 33e196c6f755e448aa16c188d4dce74f
0,        319,        319,        1,  3110400, 975e2957101eb0baf756754718c1ff0b
0,        320,        320,        1,  3110400, 9d58628ee01c8720018f88d3357337b5
0,        321,        321,        1,  3110400, c6de1a0a1f796ef9159bbf248e2ec6a6
0,        322,        322,        1,  3110400, b3303f5f514fe586c190f6fb8cc9628c
0,        323,        323,        1,  3110400, 06765689343279a5536012f268a25b3d
0,        324,        324,        1,  3110400, 0ae9dba3155aafcb73b562165c930819
0,        325,        325,        1,  3110400, a1328bdd08bf6aa613dbcda920d79d48
0,        326,        326,        1,  3110400, dfc3c636d1afcd46c2e9b06d715aa17b
0,        327,        327,        1,  3110400, afe075719acfadd4f6170999da5e3578
0,        328,        328,        1,  3110400, 9967b0cd2429f1fc715ef7cd7666b0d6
0,        329,        329,        1,  3110400, 31bb92e8c310d4c00ff821365d6e6cdd
0,        330,        330,        1,  3110400, 214879723e7e569544f3f42ccf90e618
0,        331,        331,        1,  3110400, d030d95c33cf543b0d56de0416a543c8
0,        332,        332,        1,  3110400, 017e268647193f394a58a1626c8587ec
0,        333,        333,        1,  3110400, 20e3095ec7d7126a3a92f2cd3ff7d8d4
0,        334,        334,        1,  3110400, af1dd78c68fd5b69342a82e0762332fb
0,        335,        335,        1,  3110400, 214a8e5ea58c7c0d2210b1ce11c45683
0,        336,        336,        1,  3110400, 1bd87626bee321560e8d9e898130a22b
0,        337,        337,        1,  3110400, e351b858b0988dfab7111d82560e79c7
0,        338,        338,        1,  3110400, 9128573ea95f0f3f5ea91358ed057126
0,        339,        339,        1,  3110400, f0b85d9cbcb88d6cec9726bdf6632825
0,        340,        340,        1,  3110400, cb09a238e7f3c9f42c5b477507175c90
0,        341,        341,        1,  3110400, 61c8b2a9aef46838b6d545ba2ab832d2
0,        342,        342,        1,  3110400, 0c14aaf8b41ae808aa1c06970511d066
0,        343,        343,        1,  3110400, 0164effca5b5778b696ab60e0f949f30
0,        344,        344,        1,  3110400, 86602cd2e90d70f566a79f401a8ada8e
0,        345,        345,        1,  3110400, 45e35b70aabe7b386deaab5354cc3ba4
0,        346,        346,        1,  3110400, f96ad74e38ad4754255687874d03dccc
0,        347,        347,        1,  3110400, d1f208d7f4d044241fbde5f93587f12d
0,        348,        348,        1,  3110400, 2d54cdf1067e949bc2295c6362f531c0
0,        349,        349,        1,  3110400, b1a949ce7d49b41f97ca8b81cde35bf9
0,        350,        350,        1,  3110400, edbe4536e2e38ca6193596fc561fa3dd
0,        351,        351,        1,  3110400, bada0bb69306f4f5b9956e163093aac5
0,        352,        352,        1,  3110400, cd105795a74c2459129e6c20cb3da0da
0,        353,        353,        1,  3110400, 0d135c4cc35d09b80e5369550c8655f9
0,        354,        354,        1,  3110400, 7c1b8802af31aa1c131020ac4119ce71
